WelcomeScreenText.started,WelcomeInstructions.started,WelcomeScreenText.stopped,keyWelcome.started,participant,session,date,expName,psychopyVersion,frameRate,
31.653611899999305,33.62106239999957,33.65441309999915,34.62113689999933,,,,,,,
